tmstmp, lat, lon, vid, rt, pid
20230807 18:10:44,29.64514,-82.3469849,4379,150,500645
20230807 18:11:04,29.646263920472578,-82.34339699930347,2105,35,199
20230807 18:11:01,29.64514,-82.3469849,4379,150,500645
20230807 18:11:19,29.646263920472578,-82.34339699930347,2105,35,199
20230807 18:11:16,29.64514,-82.3469849,4379,150,500645
20230807 18:11:35,29.646263920472578,-82.34339699930347,2105,35,199
20230807 18:11:32,29.64514,-82.3469849,4379,150,500645
20230807 18:11:52,29.61416166666667,-82.36121333333334,1804,34,21
20230807 18:11:51,29.646263920472578,-82.34339699930347,2105,35,199
20230807 18:11:47,29.64514,-82.3469849,4379,150,500645
20230807 18:12:08,29.61416166666667,-82.36121333333334,1804,34,21
20230807 18:12:08,29.646263920472578,-82.34339699930347,2105,35,199
20230807 18:12:02,29.64514,-82.3469849,4379,150,500645
20230807 18:12:08,29.61416166666667,-82.36121333333334,1804,34,21
20230807 18:12:08,29.646263920472578,-82.34339699930347,2105,35,199
20230807 18:12:18,29.64514,-82.3469849,4379,150,500645
20230807 18:12:23,29.61416166666667,-82.36121333333334,1804,34,21
20230807 18:12:23,29.646263920472578,-82.34339699930347,2105,35,199
20230807 18:12:33,29.644859329981724,-82.34689398306259,4379,150,500645
20230807 18:12:39,29.61416166666667,-82.36121333333334,1804,34,21
20230807 18:12:54,29.646263920472578,-82.34339699930347,2105,35,199
20230807 18:13:10,29.61416166666667,-82.36121333333334,1804,34,21
20230807 18:13:09,29.646263920472578,-82.34339699930347,2105,35,199
20230807 18:13:19,29.64641333333333,-82.32275833333333,711,17,500618
20230807 18:13:25,29.61416166666667,-82.36121333333334,1804,34,21
20230807 18:13:25,29.646263920472578,-82.34339699930347,2105,35,199
20230807 18:13:34,29.64641333333333,-82.32275833333333,711,17,500618
20230807 18:13:25,29.61416166666667,-82.36121333333334,1804,34,21
20230807 18:13:25,29.646263920472578,-82.34339699930347,2105,35,199
20230807 18:13:50,29.64641333333333,-82.32275833333333,711,17,500618
20230807 18:13:43,29.61416166666667,-82.36121333333334,1804,34,21
20230807 18:13:40,29.646263920472578,-82.34339699930347,2105,35,199
20230807 18:14:05,29.64641333333333,-82.32275833333333,711,17,500618
20230807 18:13:43,29.61416166666667,-82.36121333333334,1804,34,21
20230807 18:14:08,29.64652807742219,-82.34340553360646,2105,35,199
20230807 18:14:21,29.645178333333334,-82.34699833333335,1603,9,500610
20230807 18:14:21,29.64641333333333,-82.32275833333333,711,17,500618
20230807 18:14:12,29.61416166666667,-82.36121333333334,1804,34,21
20230807 18:14:37,29.645178333333334,-82.34699833333335,1603,9,500610
20230807 18:14:36,29.64641333333333,-82.32275833333333,711,17,500618
20230807 18:14:28,29.61416166666667,-82.36121333333334,1804,34,21
20230807 18:14:52,29.645178333333334,-82.34699833333335,1603,9,500610
20230807 18:14:36,29.64641333333333,-82.32275833333333,711,17,500618
20230807 18:14:44,29.61416166666667,-82.36121333333334,1804,34,21
20230807 18:15:08,29.645178333333334,-82.34699833333335,1603,9,500610
20230807 18:14:58,29.64641333333333,-82.32275833333333,711,17,500618
20230807 18:15:05,29.61416166666667,-82.36121333333334,1804,34,21
20230807 18:15:24,29.645178333333334,-82.34699833333335,1603,9,500610
20230807 18:15:13,29.64641333333333,-82.32275833333333,711,17,500618
20230807 18:15:05,29.61416166666667,-82.36121333333334,1804,34,21
20230807 18:15:24,29.645178333333334,-82.34699833333335,1603,9,500610
20230807 18:15:28,29.64641333333333,-82.32275833333333,711,17,500618
20230807 18:15:34,29.614132,-82.361212,1804,34,55
20230807 18:15:40,29.645178333333334,-82.34699833333335,1603,9,500610
20230807 18:15:44,29.64641333333333,-82.32275833333333,711,17,500618
20230807 18:15:49,29.614132,-82.361212,1804,34,55
20230807 18:15:55,29.645178333333334,-82.34699833333335,1603,9,500610
20230807 18:15:59,29.64641333333333,-82.32275833333333,711,17,500618
20230807 18:15:49,29.614132,-82.361212,1804,34,55
20230807 18:16:26,29.645178333333334,-82.34699833333335,1603,9,500610
20230807 18:16:15,29.64641333333333,-82.32275833333333,711,17,500618
20230807 18:16:12,29.614132,-82.361212,1804,34,55
20230807 18:16:41,29.645178333333334,-82.34699833333335,1603,9,500610
20230807 18:16:30,29.64641333333333,-82.32275833333333,711,17,500618
20230807 18:16:27,29.614132,-82.361212,1804,34,55
20230807 18:16:56,29.645178333333334,-82.34699833333335,1603,9,500610
20230807 18:16:45,29.64641333333333,-82.32275833333333,711,17,500618
20230807 18:16:56,29.645178333333334,-82.34699833333335,1603,9,500610
20230807 18:17:01,29.64641333333333,-82.32275833333333,711,17,500618
20230807 18:17:13,29.645178333333334,-82.34699833333335,1603,9,500610
20230807 18:17:16,29.64641333333333,-82.32275833333333,711,17,500618
20230807 18:17:30,29.645178333333334,-82.34699833333335,1603,9,500610
20230807 18:17:31,29.64641333333333,-82.32275833333333,711,17,500618
20230807 18:17:45,29.645178333333334,-82.34699833333335,1603,9,500610
20230807 18:17:47,29.64641333333333,-82.32275833333333,711,17,500618
20230807 18:18:00,29.645178333333334,-82.34699833333335,1603,9,500610
20230807 18:18:02,29.64641333333333,-82.32275833333333,711,17,500618
20230807 18:18:16,29.645178333333334,-82.34699833333335,1603,9,500610
20230807 18:18:19,29.64641333333333,-82.32275833333333,711,17,500618
20230807 18:18:32,29.645178333333334,-82.34699833333335,1603,9,500610
20230807 18:18:36,29.64641333333333,-82.32275833333333,711,17,500618
20230807 18:18:47,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:18:48,29.645178333333334,-82.34699833333335,1603,9,500610
20230807 18:18:52,29.64641333333333,-82.32275833333333,711,17,500618
20230807 18:19:02,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:19:03,29.645178333333334,-82.34699833333335,1603,9,500610
20230807 18:18:52,29.64641333333333,-82.32275833333333,711,17,500618
20230807 18:19:17,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:19:19,29.645178333333334,-82.34699833333335,1603,9,500610
20230807 18:19:33,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:19:34,29.645178333333334,-82.34699833333335,1603,9,500610
20230807 18:19:48,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:19:49,29.645178333333334,-82.34699833333335,1603,9,500610
20230807 18:20:04,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:20:04,29.645178333333334,-82.34699833333335,1603,9,500610
20230807 18:20:19,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:20:21,29.645178333333334,-82.34699833333335,1603,9,500610
20230807 18:20:34,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:20:37,29.645178333333334,-82.34699833333335,1603,9,500610
20230807 18:20:34,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:20:52,29.645178333333334,-82.34699833333335,1603,9,500610
20230807 18:20:57,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:21:03,29.64514,-82.346983,1603,9,500610
20230807 18:21:13,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:21:19,29.64514,-82.346983,1603,9,500610
20230807 18:21:21,29.64853,-82.34496,1200,38,189
20230807 18:21:35,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:21:36,29.64853,-82.34496,1200,38,189
20230807 18:21:52,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:21:53,29.64853,-82.34496,1200,38,189
20230807 18:21:52,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:21:53,29.64853,-82.34496,1200,38,189
20230807 18:22:13,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:22:09,29.64853,-82.34496,1200,38,189
20230807 18:22:30,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:22:25,29.64853,-82.34496,1200,38,189
20230807 18:22:45,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:22:55,29.64853,-82.34496,1200,38,189
20230807 18:23:01,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:23:08,29.64853,-82.34496,1200,38,189
20230807 18:23:17,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:23:34,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:23:51,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:24:06,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:24:21,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:24:38,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:24:53,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:25:09,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:25:09,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:25:41,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:25:56,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:25:57,29.6252747,-82.38789,1801,33,500655
20230807 18:25:56,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:25:57,29.6252747,-82.38789,1801,33,500655
20230807 18:26:11,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:26:12,29.6252747,-82.38789,1801,33,500655
20230807 18:26:27,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:26:28,29.6252747,-82.38789,1801,33,500655
20230807 18:26:44,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:26:41,29.642486666666667,-82.27156333333332,712,11,104
20230807 18:26:43,29.6252747,-82.38789,1801,33,500655
20230807 18:27:00,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:26:58,29.642486666666667,-82.27156333333332,712,11,104
20230807 18:26:58,29.6252747,-82.38789,1801,33,500655
20230807 18:27:15,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:27:13,29.642486666666667,-82.27156333333332,712,11,104
20230807 18:27:16,29.6252747,-82.38789,1801,33,500655
20230807 18:27:31,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:27:28,29.642486666666667,-82.27156333333332,712,11,104
20230807 18:27:46,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:27:44,29.642486666666667,-82.27156333333332,712,11,104
20230807 18:28:02,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:28:00,29.642486666666667,-82.27156333333332,712,11,104
20230807 18:28:17,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:28:16,29.642486666666667,-82.27156333333332,712,11,104
20230807 18:28:32,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:28:31,29.642486666666667,-82.27156333333332,712,11,104
20230807 18:28:32,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:28:47,29.642486666666667,-82.27156333333332,712,11,104
20230807 18:29:10,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:29:02,29.642486666666667,-82.27156333333332,712,11,104
20230807 18:29:10,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:29:19,29.642486666666667,-82.27156333333332,712,11,104
20230807 18:29:25,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:29:34,29.642486666666667,-82.27156333333332,712,11,104
20230807 18:29:56,29.64618666666667,-82.32262666666665,803,5,335
20230807 18:29:49,29.642486666666667,-82.27156333333332,712,11,104
20230807 18:30:05,29.645546,-82.322725,803,5,335
20230807 18:30:05,29.642486666666667,-82.27156333333332,712,11,104
20230807 18:30:21,29.64243,-82.27151,712,11,54
20230807 18:35:47,29.614181666666664,-82.36119500000001,1301,34,21
20230807 18:36:03,29.614181666666664,-82.36119500000001,1301,34,21
20230807 18:36:18,29.614181666666664,-82.36119500000001,1301,34,21
20230807 18:36:34,29.614181666666664,-82.36119500000001,1301,34,21
20230807 18:36:49,29.614181666666664,-82.36119500000001,1301,34,21
20230807 18:37:04,29.614181666666664,-82.36119500000001,1301,34,21
20230807 18:37:20,29.614181666666664,-82.36119500000001,1301,34,21
20230807 18:37:35,29.614181666666664,-82.36119500000001,1301,34,21
20230807 18:37:50,29.614181666666664,-82.36119500000001,1301,34,21
20230807 18:38:05,29.614181666666664,-82.36119500000001,1301,34,21
20230807 18:38:21,29.614181666666664,-82.36119500000001,1301,34,21
20230807 18:38:37,29.614181666666664,-82.36119500000001,1301,34,21
20230807 18:38:52,29.614181666666664,-82.36119500000001,1301,34,21
20230807 18:39:07,29.614181666666664,-82.36119500000001,1301,34,21
20230807 18:39:24,29.614181666666664,-82.36119500000001,1301,34,21
20230807 18:39:39,29.614181666666664,-82.36119500000001,1301,34,21
20230807 18:39:55,29.614181666666664,-82.36119500000001,1301,34,21
20230807 18:40:05,29.614131342372936,-82.36119816207358,1301,34,55
20230807 18:40:20,29.614131342372936,-82.36119816207358,1301,34,55
20230807 18:40:36,29.614131342372936,-82.36119816207358,1301,34,55
20230807 18:40:51,29.614131342372936,-82.36119816207358,1301,34,55
20230807 18:41:08,29.614131342372936,-82.36119816207358,1301,34,55
20230807 18:41:23,29.614131342372936,-82.36119816207358,1301,34,55
20230807 18:41:39,29.614131342372936,-82.36119816207358,1301,34,55
20230807 18:41:39,29.614131342372936,-82.36119816207358,1301,34,55
20230807 18:42:10,29.614131342372936,-82.36119816207358,1301,34,55
20230807 18:42:10,29.614131342372936,-82.36119816207358,1301,34,55
20230807 18:42:27,29.614131342372936,-82.36119816207358,1301,34,55
20230807 18:42:42,29.614131342372936,-82.36119816207358,1301,34,55
20230807 18:42:58,29.614131342372936,-82.36119816207358,1301,34,55
20230807 18:43:26,29.625216666666667,-82.38729833333333,1006,33,500643
20230807 18:43:13,29.614131342372936,-82.36119816207358,1301,34,55
20230807 18:43:26,29.625216666666667,-82.38729833333333,1006,33,500643
20230807 18:43:29,29.614131342372936,-82.36119816207358,1301,34,55
20230807 18:43:42,29.625216666666667,-82.38729833333333,1006,33,500643
20230807 18:43:44,29.614131342372936,-82.36119816207358,1301,34,55
20230807 18:43:57,29.625216666666667,-82.38729833333333,1006,33,500643
20230807 18:43:59,29.614131342372936,-82.36119816207358,1301,34,55
20230807 18:44:13,29.625216666666667,-82.38729833333333,1006,33,500643
20230807 18:44:15,29.614131342372936,-82.36119816207358,1301,34,55
20230807 18:44:28,29.625216666666667,-82.38729833333333,1006,33,500643
20230807 18:44:30,29.614131342372936,-82.36119816207358,1301,34,55
20230807 18:44:45,29.625216666666667,-82.38729833333333,1006,33,500643
20230807 18:44:46,29.614131342372936,-82.36119816207358,1301,34,55
20230807 18:45:00,29.625216666666667,-82.38729833333333,1006,33,500643
20230807 18:45:03,29.614131342372936,-82.36119816207358,1301,34,55
20230807 18:45:15,29.625216666666667,-82.38729833333333,1006,33,500643
20230807 18:45:20,29.614131342372936,-82.36119816207358,1301,34,55
20230807 18:45:31,29.625216666666667,-82.38729833333333,1006,33,500643
20230807 18:45:35,29.614131342372936,-82.36119816207358,1301,34,55
20230807 18:45:52,29.6796246,-82.43188,804,23,500614
20230807 18:45:46,29.625216666666667,-82.38729833333333,1006,33,500643
20230807 18:45:50,29.614131342372936,-82.36119816207358,1301,34,55
20230807 18:45:52,29.6796246,-82.43188,804,23,500614
20230807 18:46:02,29.625216666666667,-82.38729833333333,1006,33,500643
20230807 18:46:06,29.614131342372936,-82.36119816207358,1301,34,55
20230807 18:46:17,29.625216666666667,-82.38729833333333,1006,33,500643
20230807 18:46:21,29.614131342372936,-82.36119816207358,1301,34,55
20230807 18:46:33,29.625216666666667,-82.38729833333333,1006,33,500643
20230807 18:46:37,29.61413,-82.36117,1301,34,55
20230807 18:46:48,29.625216666666667,-82.38729833333333,1006,33,500643
20230807 18:47:03,29.625216666666667,-82.38729833333333,1006,33,500643
20230807 18:47:19,29.625216666666667,-82.38729833333333,1006,33,500643
20230807 18:47:35,29.625216666666667,-82.38729833333333,1006,33,500643
20230807 18:47:50,29.625216666666667,-82.38729833333333,1006,33,500643
20230807 18:48:06,29.625216666666667,-82.38729833333333,1006,33,500643
20230807 18:48:02,29.621617678246956,-82.3703927420497,2105,35,199
20230807 18:48:21,29.625216666666667,-82.38729833333333,1006,33,500643
20230807 18:48:17,29.621617678246956,-82.3703927420497,2105,35,199
20230807 18:48:35,29.646415,-82.32275999999999,711,17,500618
20230807 18:48:37,29.625216666666667,-82.38729833333333,1006,33,500643
20230807 18:48:34,29.621617678246956,-82.3703927420497,2105,35,199
20230807 18:48:50,29.646415,-82.32275999999999,711,17,500618
20230807 18:48:52,29.625216666666667,-82.38729833333333,1006,33,500643
20230807 18:48:50,29.62161751544078,-82.37039223310704,2105,35,199
20230807 18:49:06,29.646415,-82.32275999999999,711,17,500618
20230807 18:49:08,29.625216666666667,-82.38729833333333,1006,33,500643
20230807 18:49:05,29.62161751544078,-82.37039223310704,2105,35,199
20230807 18:49:21,29.646415,-82.32275999999999,711,17,500618
20230807 18:49:24,29.625216666666667,-82.38729833333333,1006,33,500643
20230807 18:49:20,29.62161751544078,-82.37039223310704,2105,35,199
20230807 18:49:21,29.646415,-82.32275999999999,711,17,500618
20230807 18:49:39,29.625216666666667,-82.38729833333333,1006,33,500643
20230807 18:49:36,29.62161751544078,-82.37039223310704,2105,35,199
20230807 18:49:43,29.646415,-82.32275999999999,711,17,500618
20230807 18:49:55,29.625216666666667,-82.38729833333333,1006,33,500643
20230807 18:49:51,29.62161751544078,-82.37039223310704,2105,35,199
20230807 18:50:00,29.646415,-82.32275999999999,711,17,500618
20230807 18:49:55,29.625216666666667,-82.38729833333333,1006,33,500643
20230807 18:50:06,29.62160019802764,-82.3703380977526,2105,35,199
20230807 18:50:15,29.646415,-82.32275999999999,711,17,500618
20230807 18:50:12,29.6252747,-82.38789,1006,33,500643
20230807 18:50:30,29.646415,-82.32275999999999,711,17,500618
20230807 18:50:46,29.646415,-82.32275999999999,711,17,500618
20230807 18:51:01,29.646415,-82.32275999999999,711,17,500618
20230807 18:51:17,29.646415,-82.32275999999999,711,17,500618
20230807 18:51:32,29.646415,-82.32275999999999,711,17,500618
20230807 18:51:48,29.646415,-82.32275999999999,711,17,500618
20230807 18:52:04,29.646415,-82.32275999999999,711,17,500618
20230807 18:52:21,29.646415,-82.32275999999999,711,17,500618
20230807 18:52:36,29.646415,-82.32275999999999,711,17,500618
20230807 18:52:51,29.646415,-82.32275999999999,711,17,500618
20230807 18:52:58,29.645865000000004,-82.32262166666666,712,11,54
20230807 18:53:15,29.645865000000004,-82.32262166666666,712,11,54
20230807 18:53:30,29.645865000000004,-82.32262166666666,712,11,54
20230807 18:53:45,29.645865000000004,-82.32262166666666,712,11,54
20230807 18:54:01,29.645865000000004,-82.32262166666666,712,11,54
20230807 18:54:16,29.645865000000004,-82.32262166666666,712,11,54
20230807 18:54:32,29.645865000000004,-82.32262166666666,712,11,54
20230807 18:54:47,29.645865000000004,-82.32262166666666,712,11,54
20230807 18:55:02,29.645865000000004,-82.32262166666666,712,11,54
20230807 18:55:17,29.645865000000004,-82.32262166666666,712,11,54
20230807 18:55:33,29.645865000000004,-82.32262166666666,712,11,54
20230807 18:55:48,29.645865000000004,-82.32262166666666,712,11,54
20230807 18:56:04,29.645865000000004,-82.32262166666666,712,11,54
20230807 18:56:19,29.645865000000004,-82.32262166666666,712,11,54
20230807 18:56:35,29.645865000000004,-82.32262166666666,712,11,54
20230807 18:56:30,29.64636833333333,-82.32265666666666,1809,15,122
20230807 18:56:47,29.646193333333333,-82.32264666666667,703,5,335
20230807 18:56:50,29.645865000000004,-82.32262166666666,712,11,54
20230807 18:56:46,29.64636833333333,-82.32265666666666,1809,15,122
20230807 18:56:50,29.645703333333337,-82.32264666666667,2106,26,226
20230807 18:57:02,29.646193333333333,-82.32264666666667,703,5,335
20230807 18:57:05,29.645865000000004,-82.32262166666666,712,11,54
20230807 18:57:02,29.64636833333333,-82.32265666666666,1809,15,122
20230807 18:57:05,29.645703333333337,-82.32264666666667,2106,26,226
20230807 18:57:18,29.646193333333333,-82.32264666666667,703,5,335
20230807 18:57:21,29.645865000000004,-82.32262166666666,712,11,54
20230807 18:57:17,29.64636833333333,-82.32265666666666,1809,15,122
20230807 18:57:21,29.645703333333337,-82.32264666666667,2106,26,226
20230807 18:57:33,29.657828333333335,-82.40881333333333,803,5,323
20230807 18:57:33,29.646193333333333,-82.32264666666667,703,5,335
20230807 18:57:37,29.645865000000004,-82.32262166666666,712,11,54
20230807 18:57:33,29.64636833333333,-82.32265666666666,1809,15,122
20230807 18:57:36,29.645703333333337,-82.32264666666667,2106,26,226
20230807 18:57:50,29.657828333333335,-82.40881333333333,803,5,323
20230807 18:57:49,29.646193333333333,-82.32264666666667,703,5,335
20230807 18:57:52,29.645865000000004,-82.32262166666666,712,11,54
20230807 18:57:48,29.64636833333333,-82.32265666666666,1809,15,122
20230807 18:57:52,29.645703333333337,-82.32264666666667,2106,26,226
20230807 18:58:11,29.657828333333335,-82.40881333333333,803,5,323
20230807 18:58:05,29.646193333333333,-82.32264666666667,703,5,335
20230807 18:58:08,29.645865000000004,-82.32262166666666,712,11,54
20230807 18:58:05,29.64636833333333,-82.32265666666666,1809,15,122
20230807 18:58:07,29.645705,-82.32265000000001,2106,26,226
20230807 18:58:11,29.657828333333335,-82.40881333333333,803,5,323
20230807 18:58:20,29.646193333333333,-82.32264666666667,703,5,335
20230807 18:58:08,29.645865000000004,-82.32262166666666,712,11,54
20230807 18:58:21,29.64636833333333,-82.32265666666666,1809,15,122
20230807 18:58:23,29.645705,-82.32265000000001,2106,26,226
20230807 18:58:27,29.657828333333335,-82.40881333333333,803,5,323
20230807 18:58:35,29.646193333333333,-82.32264666666667,703,5,335
20230807 18:58:24,29.645865000000004,-82.32262166666666,712,11,54
20230807 18:58:37,29.64636833333333,-82.32265666666666,1809,15,122
20230807 18:58:38,29.645705,-82.32264500000001,2106,26,226
20230807 18:58:42,29.657828333333335,-82.40881333333333,803,5,323
20230807 18:58:51,29.646193333333333,-82.32264666666667,703,5,335
20230807 18:58:41,29.645865000000004,-82.32262166666666,712,11,54
20230807 18:58:37,29.64636833333333,-82.32265666666666,1809,15,122
20230807 18:58:53,29.645705,-82.32264500000001,2106,26,226
20230807 18:58:58,29.657828333333335,-82.40881333333333,803,5,323
20230807 18:59:06,29.646193333333333,-82.32264666666667,703,5,335
20230807 18:59:12,29.645865000000004,-82.32262166666666,712,11,54
20230807 18:58:57,29.64636833333333,-82.32265666666666,1809,15,122
20230807 18:59:10,29.61419,-82.36121833333333,1804,34,21
20230807 18:59:13,29.657828333333335,-82.40881333333333,803,5,323
20230807 18:59:19,29.646193333333333,-82.32264666666667,703,5,335
20230807 18:59:12,29.645865000000004,-82.32262166666666,712,11,54
20230807 18:59:13,29.64636833333333,-82.32265666666666,1809,15,122
20230807 18:59:10,29.61419,-82.36121833333333,1804,34,21
20230807 18:59:30,29.657828333333335,-82.40881333333333,803,5,323
20230807 18:59:36,29.646193333333333,-82.32264666666667,703,5,335
20230807 18:59:27,29.645865000000004,-82.32262166666666,712,11,54
20230807 18:59:28,29.64636833333333,-82.32265666666666,1809,15,122
20230807 18:59:26,29.61419,-82.36121833333333,1804,34,21
20230807 18:59:45,29.657828333333335,-82.40881333333333,803,5,323
20230807 18:59:52,29.646193333333333,-82.32264666666667,703,5,335
20230807 18:59:43,29.645865000000004,-82.32262166666666,712,11,54
20230807 18:59:45,29.64636833333333,-82.32265666666666,1809,15,122
20230807 18:59:41,29.61419,-82.36121833333333,1804,34,21
20230807 19:00:07,29.645546,-82.322725,708,1,477
20230807 19:00:05,29.657828333333335,-82.40881333333333,803,5,323
20230807 19:00:04,29.645546,-82.322725,703,5,335
20230807 19:00:05,29.645546,-82.322725,712,11,54
20230807 19:00:06,29.64636833333333,-82.32265666666666,1809,15,122
20230807 19:00:12,29.61419,-82.36121833333333,1804,34,21
20230807 19:00:12,29.61419,-82.36121833333333,1804,34,21
20230807 19:00:12,29.61419,-82.36121833333333,1804,34,21
20230807 19:00:31,29.61419,-82.36121833333333,1804,34,21
20230807 19:00:48,29.61419,-82.36121833333333,1804,34,21
20230807 19:01:04,29.61419,-82.36121833333333,1804,34,21
20230807 19:01:19,29.61419,-82.36121833333333,1804,34,21
20230807 19:01:36,29.61419,-82.36121833333333,1804,34,21
20230807 19:01:36,29.61419,-82.36121833333333,1804,34,21
20230807 19:01:36,29.61419,-82.36121833333333,1804,34,21
20230807 19:01:57,29.61419,-82.36121833333333,1804,34,21
20230807 19:01:57,29.61419,-82.36121833333333,1804,34,21
20230807 19:02:19,29.61419,-82.36121833333333,1804,34,21
20230807 19:02:16,29.64853,-82.34496,1200,38,189
20230807 19:02:34,29.61419,-82.36121833333333,1804,34,21
20230807 19:02:32,29.64853,-82.34496,1200,38,189
20230807 19:05:35,29.645546,-82.322725,712,11,104
20230807 19:05:32,29.645546,-82.322725,2106,26,450
20230807 19:05:28,29.614132,-82.361212,1804,34,55
20230807 19:20:43,29.625215000000004,-82.38782166666667,1205,75,348
20230807 19:20:49,29.637786666666663,-82.32483666666667,711,17,500618
20230807 19:20:58,29.625215000000004,-82.38782166666667,1205,75,348
20230807 19:21:04,29.637786666666663,-82.32483666666667,711,17,500618
20230807 19:20:58,29.625215000000004,-82.38782166666667,1205,75,348
20230807 19:21:20,29.637786666666663,-82.32483666666667,711,17,500618
20230807 19:21:14,29.625215000000004,-82.38782166666667,1205,75,348
20230807 19:21:45,29.644914594932263,-82.34499291295087,2303,13,500623
20230807 19:21:35,29.637786666666663,-82.32483666666667,711,17,500618
20230807 19:21:45,29.625215000000004,-82.38782166666667,1205,75,348
20230807 19:21:45,29.644914594932263,-82.34499291295087,2303,13,500623
20230807 19:21:51,29.637786666666663,-82.32483666666667,711,17,500618
20230807 19:21:45,29.625215000000004,-82.38782166666667,1205,75,348
20230807 19:22:16,29.644914594932263,-82.34499291295087,2303,13,500623
20230807 19:22:06,29.637786666666663,-82.32483666666667,711,17,500618
20230807 19:22:15,29.625215000000004,-82.38782166666667,1205,75,348
20230807 19:22:16,29.644914594932263,-82.34499291295087,2303,13,500623
20230807 19:22:22,29.637786666666663,-82.32483666666667,711,17,500618
20230807 19:22:15,29.625215000000004,-82.38782166666667,1205,75,348
20230807 19:22:32,29.644914594932263,-82.34499291295087,2303,13,500623
20230807 19:22:38,29.637786666666663,-82.32483666666667,711,17,500618
20230807 19:22:37,29.625215000000004,-82.38782166666667,1205,75,348
20230807 19:23:02,29.644914594932263,-82.34499291295087,2303,13,500623
20230807 19:22:53,29.637786666666663,-82.32483666666667,711,17,500618
20230807 19:22:54,29.625215000000004,-82.38782166666667,1205,75,348
20230807 19:46:18,29.648598333333332,-82.34527833333335,1301,34,55
20230807 19:46:34,29.648598333333332,-82.34527833333335,1301,34,55
20230807 19:46:49,29.648598333333332,-82.34527833333335,1301,34,55
20230807 19:47:04,29.648598333333332,-82.34527833333335,1301,34,55
20230807 19:47:21,29.648598333333332,-82.34527833333335,1301,34,55
20230807 19:47:37,29.648598333333332,-82.34527833333335,1301,34,55
20230807 19:47:53,29.648598333333332,-82.34527833333335,1301,34,55
20230807 19:48:08,29.625248333333335,-82.38730666666667,1006,33,500643
20230807 19:48:03,29.648598333333332,-82.34527833333335,1301,34,55
20230807 19:48:08,29.625248333333335,-82.38730666666667,1006,33,500643
20230807 19:48:23,29.625248333333335,-82.38730666666667,1006,33,500643
20230807 19:48:55,29.625248333333335,-82.38730666666667,1006,33,500643
20230807 19:48:55,29.625248333333335,-82.38730666666667,1006,33,500643
20230807 19:49:11,29.625248333333335,-82.38730666666667,1006,33,500643
20230807 19:49:12,29.646001001920624,-82.34348882291363,2105,35,199
20230807 19:49:26,29.625248333333335,-82.38730666666667,1006,33,500643
20230807 19:49:28,29.646001001920624,-82.34348882291363,2105,35,199
20230807 19:49:42,29.625248333333335,-82.38730666666667,1006,33,500643
20230807 19:49:44,29.646001001920624,-82.34348882291363,2105,35,199
20230807 19:49:57,29.625248333333335,-82.38730666666667,1006,33,500643
20230807 19:49:59,29.646001001920624,-82.34348882291363,2105,35,199
20230807 19:50:12,29.625248333333335,-82.38730666666667,1006,33,500643
20230807 19:50:14,29.646001001920624,-82.34348882291363,2105,35,199
